OBJECTID,Borough,Type,Provider,Remarks,SSID,Activated,Latitude,Longitude
294,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.84429267,-73.82788991
295,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.88275976,-73.89392241
296,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.82659193,-73.91758265
297,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.76375032,-73.80983348
298,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.6948167,-73.92839867
299,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.59486152,-73.94112492
300,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.65996362,-73.73991101
301,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.66515937,-73.88607054
302,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.83126372,-73.90178898
303,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.73743414,-73.86165593
304,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.60800935,-74.00337655
305,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.81870935,-73.86288996
306,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.85487778,-73.86414358
307,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.64863671,-73.93037392
308,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.75019609,-73.88506932
309,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.74451005,-73.99595972
310,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.72731656,-73.86450283
311,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.61630814,-74.01198852
312,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.68321352,-73.99801906
313,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.77375211,-73.79634319
314,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.7577119,-73.8682003
315,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.78853144,-73.81071656
316,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.65326407,-73.88590905
317,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.71003456,-73.81945312
318,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.84604232,-73.89834026
319,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.7289209,-73.98778373
320,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.84787004,-73.93386591
321,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.64871697,-73.97675728
322,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.6944897,-73.97773263
323,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.62589331,-73.96031449
324,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.77350699,-73.98454685
325,BK,Free,BPL,Temporary Closing,BPLUNWIRED,2099-01-01,40.68068711,-73.88723951
326,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.69477729,-73.73964257
327,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.59054439,-73.97180845
328,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.77112552,-73.82691581
329,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.75777407,-73.82888469
330,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.73448626,-73.75568167
331,MN,Free,NYPL,Temporary Closing,NYPL,2099-01-01,40.75685718,-73.97263247
332,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.73303424,-73.80987988
333,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.88627338,-73.91467001
334,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.67695273,-73.74567356
335,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.69162309,-73.9512835
336,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.74154357,-73.78227405
337,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.57610775,-73.96677488
338,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.75754568,-73.78430296
339,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.8888949,-73.84083713
340,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.63362571,-74.02953835
341,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.69568256,-73.99134799
342,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.78483464,-73.97745212
343,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.77681701,-73.90941702
344,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.75089408,-73.86197684
345,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.84110509,-73.84662166
346,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.86572954,-73.92585331
347,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.63888517,-73.98900778
348,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.74080878,-73.92166916
349,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.72699537,-73.89310456
350,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.81377343,-73.95706391
351,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.77420291,-73.98445465
352,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.81482041,-73.94119767
353,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.76242213,-73.87386663
354,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.73515699,-73.71709897
355,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.67152666,-73.90860343
356,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.66118931,-73.9481023
357,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.66848651,-73.93365085
358,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.7825312,-73.77700881
359,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.76491501,-73.95954995
360,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.77360582,-73.95640407
361,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.58583941,-73.81606162
362,SI,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.5340583,-74.19323686
363,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.59265313,-73.9886821
364,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.72016843,-73.76230411
365,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.6197682,-73.93321326
366,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.63569422,-73.97459471
367,SI,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.6095775,-74.14850245
368,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.75924513,-73.73182668
369,QU,Free,QPL,Temporary Closing,QBPL_WIRELESS,2099-01-01,40.68031131,-73.79167861
370,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.70257666,-73.87579711
371,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.70693042,-73.95755461
372,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.61025667,-73.95310585
373,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.68690729,-73.8248297
374,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.66821669,-73.98342743
375,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.82999288,-73.8750206
376,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.76064312,-73.93647199
377,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.74534171,-73.90979374
378,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.72925295,-73.78190892
379,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.70455906,-73.93961842
380,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.82064156,-73.90462886
381,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.66380446,-73.84179686
382,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.7481247,-73.9830631
383,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.76125337,-73.95016589
384,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.82660923,-73.85018146
385,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.82290357,-73.81909364
386,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.6728752,-73.77059022
387,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.70517231,-73.90257238
388,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.60477211,-73.75209189
389,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.71364489,-73.94793571
390,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.69554015,-73.79022739
391,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.61591608,-73.97604049
392,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.61637311,-74.03136941
393,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.60073211,-73.82005266
394,SI,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.56653015,-74.13853388
395,MN,Free,NYPL,Temporary Closing,NYPL,2099-01-01,40.75318405,-73.9821581
396,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.72998291,-74.00533101
397,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.67477693,-73.80926182
398,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.71118563,-73.85367278
399,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.73460553,-73.99916928
400,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.68086185,-73.84648873
401,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.66445379,-73.90522231
402,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.64080355,-73.96596508
403,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.70076527,-73.83162542
404,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.73808712,-73.98204889
405,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.71445646,-73.98853727
406,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.6830049,-73.93480547
407,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.81468863,-73.94095299
408,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.84400191,-73.91008714
409,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.63263699,-73.91998488
410,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.8701397,-73.84506428
411,SI,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.57193185,-74.11195815
412,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.89108507,-73.85958124
413,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.61986842,-73.91702121
414,SI,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.63450894,-74.11482187
415,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.74382263,-73.97990765
416,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.74046546,-73.99335691
417,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.86903939,-73.90119379
418,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.75852927,-73.91862332
419,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.70596209,-73.79440753
420,SI,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.55242326,-74.15111164
421,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.71360652,-74.00786167
422,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.71939728,-73.9796056
423,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.8186874,-73.89413564
424,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.86680443,-73.86322248
425,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.76012558,-73.76836198
426,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.57939087,-73.8377356
427,BK,Free,BPL,Remarks not available,BPLUNWIRED,2099-01-01,40.57663778,-73.98606199
428,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.82656708,-73.93593959
429,QU,Free,QPL,Remarks not available,QBPL_WIRELESS,2099-01-01,40.75780343,-73.9393093
430,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.86298061,-73.89450289
431,BX,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.84802911,-73.85695785
432,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.72409636,-73.99569899
433,MN,Free,NYPL,Remarks not available,NYPL,2099-01-01,40.75406788,-73.97356772
434,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7041016,-74.0076981
435,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7036018,-74.0074997
436,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7033997,-74.0084
437,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7041016,-74.009201
438,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7033005,-74.0093002
439,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7028999,-74.0095978
440,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7028008,-74.0094986
441,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7030983,-74.0106964
442,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.702301,-74.0126038
443,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7019005,-74.0124969
444,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7015991,-74.0093002
445,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.705101,-74.0139999
446,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.705101,-74.0139008
447,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7041016,-74.0105972
448,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7038994,-74.0103989
449,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7043991,-74.0101013
450,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7042999,-74.0102005
451,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.707901,-74.0121994
452,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7086983,-74.0130997
453,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7130013,-74.0118027
454,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7132988,-74.0118027
455,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7081985,-74.0121002
456,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7080994,-74.0119019
457,MN,Free,Manhattan Down Alliance,Remarks not available,#DwtwnAllianceFreeWiFi,2099-01-01,40.7080002,-74.0118027
458,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.618237,-74.107213
459,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.618237,-74.107213
460,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.618237,-74.107213
461,BK,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.677193,-74.008723
462,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.801846,-73.945137
463,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.805974,-73.941244
464,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.805971,-73.940566
465,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.815347,-73.947576
466,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.811568,-73.946537
467,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.806297,-73.943912
468,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.811684,-73.950042
469,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.815936,-73.942971
470,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.812181,-73.937834
471,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.80349,-73.956094
472,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.812186,-73.947955
473,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.812598,-73.946296
474,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.805058,-73.947815
475,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.805228,-73.947675
476,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.804279,-73.952533
477,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.806858,-73.949726
478,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.801137,-73.953778
479,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.806016,-73.9524
480,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.805429,-73.942537
481,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.800479,-73.944696
482,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.798728,-73.945598
483,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.797893,-73.948786
484,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.801527,-73.952822
485,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.805393,-73.953661
486,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.802337,-73.956706
487,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.809398,-73.939561
488,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.808843,-73.950495
489,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.806412,-73.952662
490,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.805584,-73.950536
491,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.81277,-73.93765
492,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.80623,-73.953922
493,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.805791,-73.954438
494,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.804269,-73.955388
495,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.801294,-73.957722
496,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.803087,-73.942356
497,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.804242,-73.94178
498,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.804958,-73.941374
499,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.805624,-73.942812
500,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.806569,-73.944977
501,MN,Free,Transit Wireless,SN 471,TransitWirelessWiFi,2099-01-01,40.755839,-74.001961
502,MN,Free,Transit Wireless,SN 476,TransitWirelessWiFi,2099-01-01,40.777925,-73.951753
503,MN,Free,Transit Wireless,SN 477,TransitWirelessWiFi,2099-01-01,40.768775,-73.958386
504,MN,Free,Transit Wireless,SN 222,TransitWirelessWiFi,2099-01-01,40.759145,-73.95326
505,MN,Free,Transit Wireless,SN 223,TransitWirelessWiFi,2099-01-01,40.76463,-73.966115
506,MN,Free,Transit Wireless,SN 475,TransitWirelessWiFi,2099-01-01,40.784267,-73.947114
8349,BK,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-05,40.707379,-73.943399
8350,BK,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-10,40.705768,-73.94303
8351,BK,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.704496,-73.942989
8352,BK,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-21,40.686571,-73.993785
8353,BK,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-21,40.684553,-73.994765
8354,BK,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-21,40.68318,-73.995418
8355,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-12,40.753718,-73.932216
521,BK,Free,City Tech,Remarks not available,DowntownBrooklynWiFi_Fon,2099-01-01,40.696027,-73.988456
522,BK,Free,City Tech,Remarks not available,DowntownBrooklynWiFi_Fon,2099-01-01,40.695921,-73.988118
523,BK,Free,City Tech,Remarks not available,DowntownBrooklynWiFi_Fon,2099-01-01,40.695902,-73.987394
524,BK,Free,City Tech,Remarks not available,DowntownBrooklynWiFi_Fon,2099-01-01,40.69511,-73.988482
525,BK,Free,City Tech,Remarks not available,DowntownBrooklynWiFi_Fon,2099-01-01,40.69511,-73.988482
526,BK,Free,City Tech,Remarks not available,DowntownBrooklynWiFi_Fon,2099-01-01,40.695902,-73.987394
527,BK,Free,City Tech,Remarks not available,DowntownBrooklynWiFi_Fon,2099-01-01,40.696027,-73.988456
528,BK,Free,City Tech,Remarks not available,DowntownBrooklynWiFi_Fon,2099-01-01,40.695038,-73.987331
8356,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-08,40.762073,-73.918518
8357,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-07,40.753521,-73.914501
8358,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-07,40.753746,-73.917703
8359,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.752348,-73.9266
8360,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.752724,-73.927183
8361,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-07,40.753641,-73.918402
